1 1 1 1 1 1 0;NOUN PART VERB PRON VERB ADJ ADJ;star to bore me get rea dy;1 0 1 0 1 1 0
1 1 1 1 1 1 1;ADP DET VERB PRON ADJ NOUN VERB;cause this is it your crew is;1 1 0 1 1 1 0
1 1 1 1 1 1 1 1 1;ADP CCONJ PRON ADV VERB VERB PART VERB VERB;through and we too le git to quit sang;1 0 1 1 0 1 0 1 1
1 1 0 1 1 1 0 1;ADJ NOUN NOUN PRON ADV VERB NOUN NOUN;my peo ple we don't know de feat;1 1 0 1 0 1 0 1
1 1 1 1 1;PRON VERB DET ADJ CCONJ;we crush the strong and;1 1 0 1 0
1 0 1 1 1 1 0;VERB VERB VERB DET ADJ NOUN NOUN;per co late the weak dai ly;1 0 1 0 1 1 0
1 1 1 1 1;PRON VERB ADJ NOUN ADP;we make our moves to;1 1 0 1 1
1 1 1 1 0 1 1 1 1 1 1 1;VERB VERB ADJ NOUN ADP ADP PRON VERB PART VERB ADV PRON;im prove our groove be cause we love to rule where we;0 1 0 1 0 1 0 1 0 1 0 1
1 1 1 1 1;VERB PART NOUN CCONJ VERB;lay yo work and play;1 1 1 0 1
1 1 0 1 1 1 0;PRON VERB VERB ADP DET NOUN NOUN;we star ted at the bo ttom;0 1 0 1 0 1 0
1 1 1 1 1 1 1;ADV VERB VERB DET NOUN CCONJ NOUN;now we're leadin' the way and yea;1 0 1 0 1 1 1
1 1 0 1 1 1 0 1;PRON VERB VERB DET NOUN NOUN NOUN PRON;I'm ha vin' a fit ki ckin' it;1 1 0 0 1 1 0 0
1 1 1 0 1 1 1 1 1 1 1 1;ADP DET NOUN ADP ADP PRON ADV VERB VERB PART VERB VERB;at the top be cause I'm too le git to quit sang;1 0 1 0 1 0 1 0 1 0 1 1
1 1 1;PRON ADV VERB;you don't stop;0 1 1
1 1 1 1 0 1 1 1 1 0 1;DET NOUN DET NOUN NOUN ADJ VERB ADJ NOUN NOUN VERB;a rock the rhy thm that makes your fing er pop;0 1 0 1 0 1 1 0 1 0 1
1 1 1 1 1 1 1 1 1;PRON VERB INTJ NOUN NOUN INTJ NOUN DET NOUN;I said ah hip hop ah thanks a lot;0 1 0 1 1 0 1 0 1
1 0 1 1 0 1 0 1 0 1 0 1;INTJ NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN VERB;ah c' mon e very bo dy gi mme what cha got;1 0 1 1 0 1 0 1 0 1 0 1
1 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1;NOUN DET DET NOUN PRON DET ADJ ADJ NOUN NOUN ADP ADP DET ADJ ADJ ADJ NOUN;i'm go nna tell you a li ttle stor y a bout the Su gar hill gang;0 1 0 1 0 0 1 0 1 0 0 1 0 1 0 1 1
1 1 1 1 1 0 1 1 1 1;ADP DET ADJ NOUN NOUN NOUN CCONJ DET ADJ NOUN;with the pow pow boo gie and a big bang;1 0 1 1 1 0 1 0 1 1
1 1 1 1 0 1 1 1 1 0 1 1;CCONJ ADP PRON VERB VERB VERB ADP DET NOUN NOUN NOUN NOUN;and if you wa nna rap to the Su gar hill beat;1 1 0 1 0 1 1 0 1 0 1 1
1 1 1 1 1 1 1 1 1;NUM NOUN ADP DET NOUN ADP NOUN NOUN NOUN;tta rap in the key of R A P;0 1 1 0 1 1 1 1 1
1 1 1 1 0 1 1 0 1 1;ADV DET VERB ADP ADP NOUN ADJ ADJ ADP NOUN;now that is o ver i'm rea dy to jam;1 1 0 1 0 1 1 0 0 1
1 1 1 1 0 1 1 1 1;VERB DET PRON NOUN NOUN PART VERB ADJ NOUN;want all you peo ple to clap your hands;1 1 0 1 1 0 1 0 1
0 1 1 1 0 1 1 1;NOUN NOUN VERB DET DET NOUN CCONJ VERB;to night we're go nna scream and shout;0 1 1 1 1 1 0 1
1 1 0 1 1 1 0 1 0 1;VERB DET DET NOUN DET NOUN NOUN VERB VERB PART;we're go nna turn this mo ther su cka out;0 1 0 1 1 1 0 1 0 1
1 1 1 1 1 0 1 1 1 0 1 1;ADP DET ADP PRON NOUN NOUN ADJ VERB ADJ ADJ ADP NOUN;to all of you peo ple that are rea dy to jam;0 1 1 0 1 0 1 0 1 0 0 1
1 1 1 1 1 1 1;VERB PRON PART CCONJ VERB PRON VERB;scream it out and say I am;1 0 1 0 1 1 1
1 1 1 1 0 1 1 0 1 1 1 1 1;PRON VERB DET NOUN NOUN DET NOUN NOUN ADV PRON VERB PRON ADJ;I am some bo dy some bo dy now you know you're hot;1 1 0 1 0 0 1 0 1 0 1 0 1
1 1 1 1 1 1 1 1 1 1 1 0;VERB PRON VERB DET NOUN CCONJ PRON VERB ADP ADJ NOUN NOUN;see I met this girl and I said to her ho ney;1 0 1 0 1 1 0 1 1 0 1 0
1 1 1 0 1 1 1 0 1 1 0 1 0 1 0;ADP PRON ADV ADV VERB ADJ NOUN NOUN PRON VERB VERB NOUN NOUN NOUN NOUN;if you wa nna be my ba by you go tta gi mme mo ney;1 0 1 0 1 0 1 0 0 1 0 1 0 1 0
1 0 1 1 0 1 1 1;VERB PART PART INTJ INTJ VERB DET NOUN;turned a round di dn't mean no harm;1 0 1 1 0 1 1 1
1 1 1 1 1 1 1 0 1;PRON VERB PRON PART ADP ADJ ADJ ADJ NOUN;I knocked her out with my vi cious charm;0 1 0 1 0 1 1 0 1
1 1 1 1 1 0 1 1 1 1;PRON VERB INTJ DET NOUN NOUN ADJ ADV ADP DET;I said no no ba by it's not like that;0 1 1 1 1 0 0 1 1 1
1 1 1 1 0 1 1 0 1 1 1 1;PRON VERB NOUN DET ADP ADP VERB VERB ADP ADJ ADJ NOUN;ya see i'm all a bout ma kin' that cold cold cash;0 1 0 1 0 1 1 0 1 1 1 1
1 0 1 0 0 1 1 0 1 0 1 1 1;VERB VERB ADJ ADJ ADV ADV VERB VERB VERB VERB VERB ADJ NOUN;star ted ji vin' a round star ted me ssin' wit her head;1 0 1 0 0 1 1 0 1 0 1 0 1
1 1 1 1 1 1 1 1 1 1;CCONJ ADJ NOUN PRON VERB PRON VERB PART VERB ADP;and next thing I know she wanted to go to;0 1 0 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1;CCONJ PART VERB PRON ADP PRON VERB PART VERB DET ADJ;but to turn me on you got to be the best;1 0 1 0 1 0 1 0 1 0 1
1 1 1 1 0 1 1 1 1 1 1;ADP NOUN DET PROPN PROPN PROPN PRON ADV VERB DET NOUN;'cause i'm the Mas ter G I don't take no mess;0 1 0 1 0 1 0 1 1 1 1
1 1 1 1 1 1 0 1;ADP NOUN CCONJ NOUN NOUN NOUN NOUN NOUN;like t n t i'm dy na mite;1 1 0 1 1 1 0 1
1 1 1 1 1 1 0 1 1 1 0 1;PRON VERB PRON VERB ADJ NOUN NOUN ADP DET ADJ ADJ NOUN;ya see I rock your bo dy to the ear ly light;0 1 0 1 0 1 0 1 0 1 0 1
1 1 1 1 1 1 1 1 0 1 1 1 1;CCONJ ADV PRON VERB PART ADP DET NOUN NOUN PRON VERB NOUN VERB;and when you wake up in the mor nin' you'll see i'm gone;0 1 0 1 0 1 0 1 0 1 1 0 1
1 1 1 1 1 1 1 0 1;CCONJ VERB PRON PART NOUN PRON ADV ADV ADV;and check it out girl you're all a lone;0 1 0 1 1 0 1 0 1
1 1 1 1 1 1 1 1 0 0 1;ADP PRON ADV VERB VERB ADP DET ADJ ADJ ADJ NOUN;'cause you just been hit by the Ca pri corn king;1 0 1 1 1 1 0 1 0 1 1
1 1 1 1 0 1 1 1 1;PRON VERB PRON ADJ ADJ PRON VERB PRON VERB;I rocked you gen tle I rocked you mean;0 1 1 1 0 0 1 1 1
1 1 1 1 1 1 1 1 1;PRON VERB PRON ADV CCONJ PRON VERB PRON PART;I rocked you in and I rocked you out;0 1 1 1 1 0 1 1 1
1 1 1 1 1 1 1 1 1;PRON VERB PRON VERB CCONJ PRON VERB PRON VERB;you made me scream but I made you shout;0 1 1 1 1 0 1 1 1
1 0 1 1 1 1 1 0 1;ADV ADP ADP DET NOUN ADV ADV ADV ADV;once u pon a time not long a go;1 0 1 0 1 1 1 0 1
1 0 1 0 1 1 1 1 0 1;NOUN NOUN NOUN NOUN VERB ADP ADJ NOUN NOUN NOUN;e very bo dy had on their ra di o;1 0 1 0 1 1 1 1 0 1
1 1 1 1 0 1 1 1 1 1 0 1;CCONJ ADV DET NOUN NOUN VERB PART ADP DET ADJ ADJ NOUN;and then the fe lla came on with a groo vy noise;0 1 0 1 0 1 1 1 0 1 0 1
1 1 1 1 0 1 1 1 0 1 1 1 1;PART VERB DET NOUN NOUN ADP DET NOUN NOUN CCONJ NOUN CCONJ NOUN;to put the wi ggle in the wo men and girls and boys;0 1 0 1 0 1 0 1 0 1 1 0 1
1 1 1 0 1 0 1 1 1 1;DET NOUN VERB ADV ADV ADV ADV NUM ADJ NOUN;the word got a round a bout three cool cats;0 1 1 0 1 0 1 1 0 1
1 1 1 1 1 1 1 1;NOUN VERB DET NOUN ADV ADP DET NOUN;who put the foot back in the pack;0 1 0 1 1 1 0 1
1 1 1 1 1 1 0 1 0 1 1 1 1;CCONJ VERB PRON VERB PRON NOUN NOUN NOUN NOUN ADV NOUN PRON VERB;and let me tell you par ty peo ple just who we be;0 1 0 1 0 1 0 1 0 1 1 0 1
1 1 1 1 1 1 1 1 1 0 1;ADP DET NOUN ADP ADJ NOUN CCONJ DET NOUN NOUN NOUN;with the help of big bank and the mas ter G;1 0 1 0 1 1 1 0 1 0 1
1 1 1 1 1 1 1;NOUN PRON VERB VERB NOUN PRON VERB;what you see is what you get;1 1 1 0 1 1 1
1 1 1 1 1 0 1;CCONJ PRON VERB VERB NOUN NOUN ADV;and you ain't seen no thin' yet;0 1 0 1 1 0 1
1 1 1 1 1 1 1 1 1 0 1 0;PRON ADV VERB NOUN ADJ ADJ NOUN ADP DET NOUN NOUN NOUN;I don't think i'm bad don't box in no ka ra te;0 1 1 0 1 1 1 0 1 0 1 0
1 1 0 1 1 1 1 1 0 1 1 1 0 1;ADV DET NOUN NOUN PART VERB DET NOUN NOUN ADP ADJ NOUN NOUN VERB;just an M C to put the boo gie in your bo dy go;1 0 1 1 0 1 0 1 0 1 0 1 0 1
1 1 1 1 1 1 1;ADV CCONJ ADV ADV ADV CCONJ ADV;back and forth then forth and back;1 0 1 1 1 0 1
1 1 1 0 1 1 1 1 1 1;VERB DET ADJ ADJ ADJ NOUN PRON VERB DET NOUN;we're the Su gar hill gang we take no slack;1 0 1 0 1 1 0 1 1 1
1 1 1 0 1 1 1 1 1;ADV VERB NOUN NOUN NOUN CCONJ VERB ADJ NOUN;don't wear dia mond rings or drive big cars;1 1 1 0 1 0 1 1 1
1 1 1 0 1 1 1 1 1 0 1;CCONJ DET NOUN NOUN ADV VERB PRON ADP NOUN NOUN NOUN;but the peo ple just treat us like mo vie stars;1 0 1 0 1 1 0 1 1 0 1
1 1 1 1 0 1 1 1 1 1 1;INTJ PRON DET NOUN NOUN NOUN NOUN CCONJ NUM DET ADJ;well I'm the mas ter G a and I'm the best;0 1 0 1 0 1 0 0 1 0 1
1 1 1 0 1 1 1 1 1 0 1;ADJ DET NOUN NOUN VERB ADJ NOUN VERB VERB VERB NOUN;all the la dies say my voice is ra ted X;1 0 1 0 1 0 1 1 1 0 1
1 1 1 1 1 0 1 1 1 1;NOUN DET NOUN ADP VERB VERB DET NOUN ADP NOUN;i'm a touch of light nin' a taste of fire;1 0 1 0 1 1 0 1 0 1
1 1 1 1 0 1 1 1 1 0 1;INTJ PRON DET PROPN PROPN PROPN CCONJ NOUN ADJ NOUN NOUN;well I'm the Mas ter G and i'm your de sire;0 1 0 1 0 1 0 1 1 0 1
1 1 0 1 1 1 1 1 1 0;ADJ NOUN NOUN PRON VERB PRON VERB DET NOUN NOUN;young la dies I said I rock the na tion;1 1 0 0 1 0 1 0 1 0
1 1 1 1 1 1 0 1 0;ADP PRON VERB ADJ ADJ NOUN NOUN NOUN NOUN;'cause I got my own trans por ta tion;1 0 1 1 1 1 0 1 0
1 1 1 1 0 1 1 0 1;PRON VERB VERB ADV ADP ADP DET DET NOUN;I can rock just a bout a ny age;1 0 1 1 0 1 1 0 1
1 1 1 1 0 1 1 1 0 1 1 1 0 1;ADV VERB ADJ NOUN NOUN VERB DET NOUN NOUN ADP DET ADJ ADJ NOUN;so let your fing ers do the wal kin' through the ye llow page;0 1 0 1 0 1 0 1 0 1 0 1 0 1
1 1 0 0 0 1 1 1 1 0 1 0 0 0;DET NOUN NOUN NOUN NOUN PRON DET ADJ NOUN NOUN NOUN NOUN NOUN NOUN;A mill i on aire I'm a young mo ney mill i on aire;0 1 0 0 1 1 0 1 1 0 1 0 0 1
1 0 1 0 1 0 0 1;ADJ ADJ ADP ADJ ADJ ADJ ADJ NOUN;Tou gher than Ni ger i an hair;1 0 1 1 1 0 1 1
1 0 1 0 0 0 1 1 1 0 1 1 1 0 1;ADJ NOUN NOUN NOUN NOUN VERB VERB ADP ADJ NOUN NOUN DET ADJ ADJ ADJ;My cri ter i a com pared to your ca reer this is n't fair;0 1 1 0 0 0 1 0 1 0 1 0 1 0 1
1 1 0 1 0 0 1 1 1 1 1 0 1;PRON DET ADJ ADJ ADJ ADJ NOUN NOUN ADP DET NOUN NOUN NOUN;I'm a ve ner e al di sease like a men strul bleed;1 0 0 1 0 1 0 1 1 0 1 0 1
1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1;ADP DET NOUN NOUN CCONJ NOUN ADP DET NOUN ADP DET NOUN NOUN ADP ADJ NOUN;Through the pen cil and leak on the sheet of the tab let in my mind;1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 1
1 1 1 1 1 1 1 1 1 1;ADP PRON ADV VERB NOUN ADP PRON VERB VERB NOUN;'Cause I don't write shit 'cause I ain't got time;0 1 0 1 1 0 1 0 1 1
1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0;ADP ADJ NOUN NOUN VERB VERB NOUN NOUN VERB ADP DET DET ADJ ADJ NOUN NOUN;'Cause my se conds mi nutes ho urs go to the all migh ty do llar;1 0 1 0 1 0 1 0 1 0 0 1 1 0 1 0
1 1 1 1 0 1 0 1 1 1 1 1 1 1 0;CCONJ DET DET ADJ ADJ NOUN NOUN ADP DET NOUN X VERB ADP NOUN NOUN;And the all migh ty pow er of that ch ch ch ch cho pper;1 0 1 1 0 1 0 1 0 1 1 1 1 1 0
1 0 1 0 1 1 0 1 0 1 0 1 1 1 0;ADJ ADJ NOUN NOUN NOUN NOUN NOUN PROPN PROPN NOUN NOUN NOUN DET NOUN NOUN;Sis ter bro ther son daugh ter Fa ther mo tha fuck a co ppa;1 0 1 0 1 1 0 1 0 1 0 1 0 1 0
1 1 1 0 1 0 1 0 1 1 1 1 0 1 0;VERB DET PROPN PROPN PROPN PROPN VERB VERB ADP DET NOUN PROPN PROPN ADJ ADJ;Got the Ma se ra ti dan cin' on the bridge Pu ssy po ppin';1 0 1 0 1 0 1 0 1 0 1 1 0 1 0
1 1 1 0 1 1 1 1;VERB DET NOUN NOUN INTJ INTJ INTJ INTJ;tell the co ppers ha ha ha ha;1 0 1 0 1 1 1 1
1 1 1 1 1 1 1 1;PRON VERB VERB PRON PRON VERB VERB PRON;you can't catch 'em you can't stop 'em;1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1;PRON VERB ADP PRON ADJ NOUN ADP PRON VERB VERB PRON ADV PRON VERB PRON;I go by them goon rules if you can't beat 'em then you pop 'em;1 0 1 0 1 1 0 1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1;PRON VERB VERB PRON ADV PRON VERB PRON;You can't man 'em then you mop 'em;1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1;PRON VERB VERB PRON ADV PRON VERB PRON;You can't stand 'em then you drop 'em;1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 0 0 0;PRON VERB PRON ADP PRON VERB PRON ADP PROPN PROPN PROPN PROPN PROPN PROPN;You pop 'em 'cause we pop 'em like Or ville Re den ba cher;0 1 0 1 0 1 0 1 1 0 1 0 1 0
1 1 0 0 1 1 1 0 0 1;DET NUM NUM NUM ADV DET NUM NUM NUM ADV;a mill i on here a mill i on there;0 1 0 0 1 0 1 0 0 1
0 1 0 0 1 1 1 1 1 1 1 1 0 1 0;NOUN NOUN NOUN NOUN NOUN ADP ADJ NOUN ADP NOUN ADP DET NOUN NOUN NOUN;si cil i on bitch with long hair with coke in the derr i ere;0 1 0 0 1 0 1 1 0 1 0 0 1 0 1
1 1 0 1 1 0 1;ADP VERB VERB DET ADJ ADJ NOUN;like smo kin' the thinn est air;0 1 0 0 1 0 1
1 1 0 1 1 0 1 0 1 0 1 1 0 1 1;PRON VERB VERB DET NOUN NOUN NOUN NOUN VERB VERB PRON NOUN NOUN VERB PRON;I o pen the lam bor ghi ni ho pin' them cra ckers see me;0 1 0 0 1 0 1 0 1 0 0 1 0 1 0
1 1 1 1 1 0 1 0;INTJ NOUN ADP DET NOUN NOUN NOUN NOUN;like look at that bas tard wee zy;0 1 0 0 1 0 1 0
1 1 1 1 1 1 1 1 1 0 1 0 1 0;VERB DET NOUN VERB DET NOUN VERB DET ADJ ADJ ADJ ADJ NOUN NOUN;he's a beast he's a dog he's a mo ther fu ckin' pro blem;1 0 1 1 0 1 1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 1 1;INTJ INTJ PRON DET NOUN CCONJ NOUN DET NOUN ADP DET NOUN NOUN;O K you're a goon but what's a goon to a go blin;1 0 1 0 1 0 1 0 1 1 0 1 0
1 0 1 0 1 1 1 0 1 0;NOUN NOUN NOUN NOUN PRON VERB VERB VERB NOUN NOUN;no thing no thing you ain't scar in' no thing;1 0 1 0 1 0 1 0 1 0
1 1 1 0 1 1 1 1 1 1 1 0;ADP DET ADJ ADJ NOUN NOUN NOUN PRON NOUN NOUN PROPN PROPN;On some fa ggot bull shit call him de nis Rod man;1 0 1 0 1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 1;VERB PRON NOUN PRON VERB NOUN VERB PRON ADP ADJ NOUN NOUN;Call me what you want bitch call me on my side kick;1 0 1 0 1 1 1 0 1 0 1 0
1 0 1 0 1 1 1 0 1 1 1 1 1 1;ADV ADV VERB VERB ADV ADJ ADJ ADJ PROPN PRON VERB DET ADJ NOUN;ne ver an swer when it's pri vate Damn I hate a shy bitch;1 0 1 0 1 0 1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 1;ADV PRON VERB DET ADJ NOUN INTJ PRON VERB DET ADJ NOUN;Don't you hate a shy bitch Yeah I ate a shy bitch;1 0 1 0 1 0 1 0 1 0 1 0
1 1 1 1 1 1 1 1 1 1 1 1;PRON VERB VERB ADV ADV PRON VERB ADJ NOUN ADP ADJ NOUN;She ain't shy no more she changed her name to my bitch;1 0 1 0 1 0 1 0 1 0 1 0
